Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
the-little-book-of-chocolate-little-book-of-flammarion,The Little Book of Chocolate (Little Book Of...(Flammarion)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Alain Stella</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Flammarion,,True Crime,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2080105434.01.LZZZZZZZ.jpg?v=1699761941,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-heavenly-man-the-remarkable-true-story-of-chinese-christian-brother-yun,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Paul Hattaway</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Monarch Books,,True Crime,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/185424597X.01.LZZZZZZZ.jpg?v=1699761940,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-janitor-s-boy,The Janitor's Boy,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Andrew Clements</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Aladdin,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/068983585X.01.LZZZZZZZ.jpg?v=1699761938,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-hauntings-of-williamsburg-yorktown-and-jamestown,The Hauntings of Williamsburg; Yorktown; and Jamestown,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jackie Eileen Behrend</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",John F. Blair Publisher,,Classics,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0895872102.01.LZZZZZZZ.jpg?v=1699761936,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ties-that-bind-ties-that-break-laurel-leaf-books,Ties That Bind; Ties That Break (Laurel-Leaf Books),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lensey Namioka</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Laurel-Leaf Books,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0440415993.01.LZZZZZZZ.jpg?v=1699761934,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
avalon-web-of-magic-5-spellsinger,Avalon: Web Of Magic #5: Spellsinger,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic Paperbacks,,Classics,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0439221706.01.LZZZZZZZ.jpg?v=1699761932,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-secret-of-the-unicorn-avalon-web-of-magic-4,The Secret of the Unicorn (Avalon Web of Magic; 4),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic Paperbacks,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0439221714.01.LZZZZZZZ.jpg?v=1699761930,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
cry-of-the-wolf-avalon-3,Cry of the Wolf (Avalon; 3),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,7,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0439221684.01.LZZZZZZZ.jpg?v=1699761928,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
all-that-glitters-avalon-2,All That Glitters (Avalon; 2),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic,,Essays,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0439221676.01.LZZZZZZZ.jpg?v=1699761926,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
deep-wizardry-the-second-book-in-the-young-wizards-series,Deep Wizardry: The Second Book in the Young Wizards Series,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Diane Duane</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Magic Carpet Books,,Romance,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0152162577.01.LZZZZZZZ.jpg?v=1699761925,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
high-wizardry-the-third-book-in-the-young-wizards-series,High Wizardry: The Third Book in the Young Wizards Series,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Diane Duane</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Magic Carpet Books,,Romance,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0152162445.01.LZZZZZZZ.jpg?v=1699761923,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
circles-in-the-stream-avalon-web-of-magic-1,Circles in the Stream (Avalon: Web of Magic; 1),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Shelly R. Roberts</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/043922165X.01.LZZZZZZZ.jpg?v=1699761921,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-magician-s-nephew-narnia,The Magician's Nephew (Narnia),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: C. S. Lewis</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperTrophy,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0064405052.01.LZZZZZZZ.jpg?v=1699761919,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-silver-chair-full-color-narnia,The Silver Chair (full color) (Narnia),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: C. S. Lewis</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperTrophy,,Classics,"",true,Title,Default Title,,,,,,0.0,,7,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0064409457.01.LZZZZZZZ.jpg?v=1699761917,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-hork-bajir-chronicles-animorphs-series,The Hork-Bajir Chronicles (Animorphs Series),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: K. A. Applegate</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic,,Romance,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0439042917.01.LZZZZZZZ.jpg?v=1699761915,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
caddie-woodlawn-newbery-promo-99-aladdin-fiction,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carol Ryrie Brink</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Aladdin,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0689829698.01.LZZZZZZZ.jpg?v=1699761913,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sunwing-aladdin-fantasy,Sunwing (Aladdin Fantasy),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Kenneth Oppel</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Aladdin,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0689832877.01.LZZZZZZZ.jpg?v=1699761910,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-music-of-dolphins-apple-signature-edition,The Music of Dolphins (Apple Signature Edition),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Karen Hesse</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Hyperion Books for Children,,Romance,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0590897985.01.LZZZZZZZ.jpg?v=1699761908,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-man-who-killed-the-deer,The Man Who Killed the Deer,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Frank Waters</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Ohio University Press,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0804001944.01.LZZZZZZZ.jpg?v=1699761906,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
viaggi-del-tempo-immobile-i-coralli,Viaggi del tempo immobile (I coralli),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Roberto Vecchioni</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Einaudi,,History,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/8806142267.01.LZZZZZZZ.gif?v=1699761904,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
college-majors-and-careers-a-resource-guide-for-effective-life-planning-college-majors-and-careers,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Paul Phifer</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Ferguson Publishing Company,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,7,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0894342789.01.LZZZZZZZ.jpg?v=1699761902,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
people-of-the-wolf-the-first-north-americans-series-book-1,People of the Wolf (The First North Americans series; Book 1),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: W. Michael Gear</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Tor Books,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0812521331.01.LZZZZZZZ.jpg?v=1699761900,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
elements-of-programming-with-perl,Elements of Programming With Perl,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Andrew L. Johnson</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Manning Publications,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1884777805.01.LZZZZZZZ.jpg?v=1699761898,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sudden-mischief-spenser-mysteries-hardcover,Sudden Mischief (Spenser Mysteries (Hardcover)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert B. Parker</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Putnam Pub Group,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/039914370X.01.LZZZZZZZ.jpg?v=1699761896,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-thorn-birds-modern-classics,The Thorn Birds (Modern Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Colleen McCullough</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Wings,,Memoir,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0517201658.01.LZZZZZZZ.gif?v=1699761894,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
about-a-boy-movie-tie-in,About a Boy (Movie Tie-In),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Nick Hornby</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Riverhead Books,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1573229571.01.LZZZZZZZ.jpg?v=1699761892,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
raise-the-roof-the-inspiring-inside-story-of-the-tennessee-lady-vols-undefeated-1997-98-season,Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Pat Head Summitt</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Broadway Books,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0767903285.01.LZZZZZZZ.gif?v=1699761891,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lena-50-state-quarters,Lena (50 State Quarters),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: JACQUELINE WOODSON</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Laurel Leaf,,Poetry,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0440226694.01.LZZZZZZZ.jpg?v=1699761889,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lark-in-the-morning,Lark in the Morning,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Nancy Garden</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Farrar Straus &amp; Giroux,,True Crime,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0374343381.01.LZZZZZZZ.gif?v=1699761887,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
trixie-belden-and-the-mystery-off-glen-road-mystery-off-glen-road,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Julie Campbell</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Random House Childrens Books,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0307215342.01.LZZZZZZZ.gif?v=1699761885,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
changer,Changer,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jane Lindskold</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Eos,,History,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380788497.01.LZZZZZZZ.jpg?v=1699761883,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-year-they-burned-the-books,The Year They Burned the Books,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Nancy Garden</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Farrar Straus Giroux,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,7,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0374386676.01.LZZZZZZZ.jpg?v=1699761881,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
circle-of-three-12-written-in-the-stars-circle-of-three,Circle of Three #12: Written in the Stars (Circle of Three),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Isobel Bird</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Avon,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0060006048.01.LZZZZZZZ.jpg?v=1699761879,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
cold-iron,Cold Iron,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Melisa Michaels</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Roc,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0451456548.01.LZZZZZZZ.jpg?v=1699761877,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
warrior-moon,Warrior Moon,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sara Orwig</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Zebra Books,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0821750410.01.LZZZZZZZ.gif?v=1699761875,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
alanna-the-first-adventure-song-of-the-lioness-paperback,Alanna: The First Adventure (Song of the Lioness (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Tamora Pierce</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Random House Children's Books,,Poetry,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0679801146.01.LZZZZZZZ.jpg?v=1699761873,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-paradise-snare-star-wars-the-han-solo-trilogy-volume-1,The Paradise Snare (Star Wars: The Han Solo Trilogy; Volume 1),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: A. C. Crispin</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Spectra Books,,True Crime,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553574159.01.LZZZZZZZ.jpg?v=1699761871,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-hutt-gambit-star-wars-the-han-solo-trilogy-vol-2,The Hutt Gambit (Star Wars: The Han Solo Trilogy; Vol. 2),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: A. C. Crispin</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Bantam Books,,True Crime,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553574167.01.LZZZZZZZ.jpg?v=1699761869,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
star-wars-the-rebel-dawn-the-han-solo-trilogy-star-wars-han-solo-trilogy-paperback,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: A.C. Crispin</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Spectra Books,,Memoir,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553574175.01.LZZZZZZZ.jpg?v=1699761867,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-scions-of-shannara-heritage-of-shannara-paperback,The Scions of Shannara (Heritage of Shannara (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Terry Brooks</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey Books,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345370740.01.LZZZZZZZ.jpg?v=1699761865,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hen-s-teeth,Hen's Teeth,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Manda Scott</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Bantam Books,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553579673.01.LZZZZZZZ.jpg?v=1699761863,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
night-mares,Night Mares,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Manda Scott</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Crimeline,,History,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553579681.01.LZZZZZZZ.jpg?v=1699761861,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
death-at-death-s-door-vertigo-number-1,Death: At Death's Door (Vertigo; Number 1),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jill Thompson</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",DC Comics,,Poetry,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1563899388.01.LZZZZZZZ.jpg?v=1699761859,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
skin-talking-about-sex-class-amp-literature,Skin: Talking About Sex; Class &amp; Literature,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Dorothy Allison</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Firebrand Books,,True Crime,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1563410443.01.LZZZZZZZ.jpg?v=1699761857,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
